STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
MOM00060230,"MENARA, MO",2008-08-20,,88,107,
MOM00060230,"MENARA, MO",2008-08-21,,93,103,
MOM00060230,"MENARA, MO",2008-08-22,0,89,101,78
MOM00060230,"MENARA, MO",2008-08-23,0,82,,70
MOM00060230,"MENARA, MO",2008-08-24,0,83,99,
MOM00060230,"MENARA, MO",2008-08-25,,81,,
MOM00060230,"MENARA, MO",2008-08-26,0,80,,
MOM00060230,"MENARA, MO",2008-08-27,0,80,,
MOM00060230,"MENARA, MO",2008-08-28,0,79,94,
MOM00060230,"MENARA, MO",2008-08-29,0,80,95,68
MOM00060230,"MENARA, MO",2008-08-30,0,80,,
MOM00060230,"MENARA, MO",2008-08-31,0,82,96,
MOM00060230,"MENARA, MO",2008-09-01,0,83,99,
MOM00060230,"MENARA, MO",2008-09-02,,83,98,
MOM00060230,"MENARA, MO",2008-09-03,,84,,
MOM00060230,"MENARA, MO",2008-09-04,,77,90,63
MOM00060230,"MENARA, MO",2008-09-05,0,77,94,
MOM00060230,"MENARA, MO",2008-09-06,0,77,,
MOM00060230,"MENARA, MO",2008-09-07,0,78,90,69
MOM00060230,"MENARA, MO",2008-09-08,0,78,90,67
MOM00060230,"MENARA, MO",2008-09-09,,74,86,
MOM00060230,"MENARA, MO",2008-09-10,0,74,84,
MOM00060230,"MENARA, MO",2008-09-11,0,74,,
MOM00060230,"MENARA, MO",2008-09-12,0,75,89,66
MOM00060230,"MENARA, MO",2008-09-13,0,79,94,
MOM00060230,"MENARA, MO",2008-09-14,,82,97,
MOM00060230,"MENARA, MO",2008-09-15,0,80,95,
MOM00060230,"MENARA, MO",2008-09-16,0,74,,62
MOM00060230,"MENARA, MO",2008-09-17,0,74,89,61
MOM00060230,"MENARA, MO",2008-09-18,0,72,81,
MOM00060230,"MENARA, MO",2008-09-19,0.28,74,,
MOM00060230,"MENARA, MO",2008-09-20,0,78,93,
MOM00060230,"MENARA, MO",2008-09-21,1.22,70,74,
MOM00060230,"MENARA, MO",2008-09-22,0,71,80,62
MOM00060230,"MENARA, MO",2008-09-23,0,71,83,
MOM00060230,"MENARA, MO",2008-09-24,,74,,
MOM00060230,"MENARA, MO",2008-09-25,0,75,,
MOM00060230,"MENARA, MO",2008-09-26,0.01,72,77,
MOM00060230,"MENARA, MO",2008-09-27,0.08,73,85,62
MOM00060230,"MENARA, MO",2008-09-28,0,71,,62
MOM00060230,"MENARA, MO",2008-09-29,,69,,
MOM00060230,"MENARA, MO",2008-09-30,0.03,71,81,
MOM00060230,"MENARA, MO",2008-10-01,0,72,85,63
MOM00060230,"MENARA, MO",2008-10-02,0,74,,66
MOM00060230,"MENARA, MO",2008-10-03,,68,,
MOM00060230,"MENARA, MO",2008-10-04,,72,85,
MOM00060230,"MENARA, MO",2008-10-05,,71,,60
MOM00060230,"MENARA, MO",2008-10-06,0,72,,61
MOM00060230,"MENARA, MO",2008-10-07,0,71,,62
MOM00060230,"MENARA, MO",2008-10-08,0,70,83,60
MOM00060230,"MENARA, MO",2008-10-09,0,65,72,
MOM00060230,"MENARA, MO",2008-10-10,0,63,,54
MOM00060230,"MENARA, MO",2008-10-11,0,63,75,
MOM00060230,"MENARA, MO",2008-10-12,0,68,,
MOM00060230,"MENARA, MO",2008-10-13,0,71,,60
MOM00060230,"MENARA, MO",2008-10-14,0,69,,
MOM00060230,"MENARA, MO",2008-10-15,0,69,80,
MOM00060230,"MENARA, MO",2008-10-16,,72,85,
MOM00060230,"MENARA, MO",2008-10-17,0,72,86,
MOM00060230,"MENARA, MO",2008-10-18,0,69,79,58
MOM00060230,"MENARA, MO",2008-10-19,0,66,76,
MOM00060230,"MENARA, MO",2008-10-20,1.3,66,74,
MOM00060230,"MENARA, MO",2008-10-21,0,67,,
MOM00060230,"MENARA, MO",2008-10-22,0,61,,
MOM00060230,"MENARA, MO",2008-10-23,0,59,,
MOM00060230,"MENARA, MO",2008-10-24,,58,66,52
MOM00060230,"MENARA, MO",2008-10-25,0,62,73,
MOM00060230,"MENARA, MO",2008-10-26,,64,74,
MOM00060230,"MENARA, MO",2008-10-27,0,65,,
MOM00060230,"MENARA, MO",2008-10-28,,60,71,
MOM00060230,"MENARA, MO",2008-10-29,0.16,56,63,
MOM00060230,"MENARA, MO",2008-10-30,0,55,,47
MOM00060230,"MENARA, MO",2008-10-31,0,60,71,45
MOM00060230,"MENARA, MO",2008-11-01,0.2,55,,
MOM00060230,"MENARA, MO",2008-11-02,1.3,55,62,
MOM00060230,"MENARA, MO",2008-11-03,0.08,53,58,
MOM00060230,"MENARA, MO",2008-11-04,0.12,55,,48
MOM00060230,"MENARA, MO",2008-11-05,0,57,,
MOM00060230,"MENARA, MO",2008-11-06,0,57,69,
MOM00060230,"MENARA, MO",2008-11-07,,60,72,
MOM00060230,"MENARA, MO",2008-11-08,0,60,74,47
MOM00060230,"MENARA, MO",2008-11-09,0,61,77,
MOM00060230,"MENARA, MO",2008-11-10,0,62,,
MOM00060230,"MENARA, MO",2008-11-11,,62,74,
MOM00060230,"MENARA, MO",2008-11-12,0,58,69,51
MOM00060230,"MENARA, MO",2008-11-13,0,58,,
MOM00060230,"MENARA, MO",2008-11-14,,59,,
MOM00060230,"MENARA, MO",2008-11-15,,60,76,
MOM00060230,"MENARA, MO",2008-11-16,,61,,47
MOM00060230,"MENARA, MO",2008-11-17,,61,,
MOM00060230,"MENARA, MO",2008-11-18,,60,,46
MOM00060230,"MENARA, MO",2008-11-19,0,52,59,46
MOM00060230,"MENARA, MO",2008-11-20,0,56,65,50
MOM00060230,"MENARA, MO",2008-11-21,0,56,69,
MOM00060230,"MENARA, MO",2008-11-22,0,56,,42
MOM00060230,"MENARA, MO",2008-11-23,0,56,68,43
MOM00060230,"MENARA, MO",2008-11-24,0,56,69,44
MOM00060230,"MENARA, MO",2008-11-25,0,55,,45
MOM00060230,"MENARA, MO",2008-11-26,0.04,52,59,48
MOM00060230,"MENARA, MO",2008-11-27,0.03,49,,45
MOM00060230,"MENARA, MO",2008-11-28,0.02,48,,37
MOM00060230,"MENARA, MO",2008-11-29,0,54,65,41
MOM00060230,"MENARA, MO",2008-11-30,0,53,61,41
MOM00060230,"MENARA, MO",2008-12-01,0.08,52,59,
MOM00060230,"MENARA, MO",2008-12-02,0.08,49,56,
MOM00060230,"MENARA, MO",2008-12-03,0.02,45,58,
MOM00060230,"MENARA, MO",2008-12-04,0,50,,33
MOM00060230,"MENARA, MO",2008-12-05,0,53,67,
MOM00060230,"MENARA, MO",2008-12-06,0,54,68,
MOM00060230,"MENARA, MO",2008-12-07,0,55,69,
MOM00060230,"MENARA, MO",2008-12-08,0,57,,43
MOM00060230,"MENARA, MO",2008-12-09,0,57,63,49
MOM00060230,"MENARA, MO",2008-12-10,0,54,,47
MOM00060230,"MENARA, MO",2008-12-11,0,50,61,43
MOM00060230,"MENARA, MO",2008-12-12,,51,,43
MOM00060230,"MENARA, MO",2008-12-13,0,52,,
MOM00060230,"MENARA, MO",2008-12-14,,54,,
MOM00060230,"MENARA, MO",2008-12-15,,51,56,
MOM00060230,"MENARA, MO",2008-12-16,,47,57,
MOM00060230,"MENARA, MO",2008-12-17,,48,,
MOM00060230,"MENARA, MO",2008-12-18,0,48,61,35
MOM00060230,"MENARA, MO",2008-12-19,0,49,63,
MOM00060230,"MENARA, MO",2008-12-20,0,50,66,37
MOM00060230,"MENARA, MO",2008-12-21,0,51,67,37
MOM00060230,"MENARA, MO",2008-12-22,0,52,67,
MOM00060230,"MENARA, MO",2008-12-23,0,51,,37
MOM00060230,"MENARA, MO",2008-12-24,0,53,67,36
MOM00060230,"MENARA, MO",2008-12-25,0,58,67,45
MOM00060230,"MENARA, MO",2008-12-26,,54,,
MOM00060230,"MENARA, MO",2008-12-27,0,55,72,40
MOM00060230,"MENARA, MO",2008-12-28,0,56,,47
MOM00060230,"MENARA, MO",2008-12-29,0,55,71,
MOM00060230,"MENARA, MO",2008-12-30,,57,,47
MOM00060230,"MENARA, MO",2008-12-31,0.2,57,61,50
MOM00060230,"MENARA, MO",2009-01-01,0.12,57,69,48
MOM00060230,"MENARA, MO",2009-01-02,0,55,66,46
MOM00060230,"MENARA, MO",2009-01-03,0,54,63,
MOM00060230,"MENARA, MO",2009-01-04,0,55,63,48
MOM00060230,"MENARA, MO",2009-01-05,0,53,63,
MOM00060230,"MENARA, MO",2009-01-06,0,52,58,43
MOM00060230,"MENARA, MO",2009-01-07,0.02,48,,
MOM00060230,"MENARA, MO",2009-01-08,0.03,47,55,35
MOM00060230,"MENARA, MO",2009-01-09,0.02,49,58,35
MOM00060230,"MENARA, MO",2009-01-10,0,48,56,40
MOM00060230,"MENARA, MO",2009-01-11,0.01,45,,40
MOM00060230,"MENARA, MO",2009-01-12,0,45,,35
MOM00060230,"MENARA, MO",2009-01-13,0,48,65,
MOM00060230,"MENARA, MO",2009-01-14,0,50,,34
MOM00060230,"MENARA, MO",2009-01-15,0,51,59,38
MOM00060230,"MENARA, MO",2009-01-16,0,48,51,
MOM00060230,"MENARA, MO",2009-01-17,0.71,48,50,
MOM00060230,"MENARA, MO",2009-01-18,0.12,49,61,
MOM00060230,"MENARA, MO",2009-01-19,0,50,63,38
MOM00060230,"MENARA, MO",2009-01-20,0,50,56,
MOM00060230,"MENARA, MO",2009-01-21,0.47,47,,
MOM00060230,"MENARA, MO",2009-01-22,0.03,48,63,
MOM00060230,"MENARA, MO",2009-01-23,0,53,68,35
MOM00060230,"MENARA, MO",2009-01-24,0,54,61,40
MOM00060230,"MENARA, MO",2009-01-25,0,54,64,46
MOM00060230,"MENARA, MO",2009-01-26,0.03,53,59,
MOM00060230,"MENARA, MO",2009-01-27,0,50,,
MOM00060230,"MENARA, MO",2009-01-28,0,53,,38
MOM00060230,"MENARA, MO",2009-01-29,0,54,,
MOM00060230,"MENARA, MO",2009-01-30,0,53,72,39
MOM00060230,"MENARA, MO",2009-01-31,0,51,59,41
MOM00060230,"MENARA, MO",2009-02-01,0,54,71,
MOM00060230,"MENARA, MO",2009-02-02,0,53,57,44
MOM00060230,"MENARA, MO",2009-02-03,0.31,53,61,44
MOM00060230,"MENARA, MO",2009-02-04,0,52,,46
MOM00060230,"MENARA, MO",2009-02-05,0.16,53,61,
MOM00060230,"MENARA, MO",2009-02-06,0.67,48,,
MOM00060230,"MENARA, MO",2009-02-07,0.51,49,,44
MOM00060230,"MENARA, MO",2009-02-08,0.28,51,63,
MOM00060230,"MENARA, MO",2009-02-09,0,55,72,
MOM00060230,"MENARA, MO",2009-02-10,0,58,74,40
MOM00060230,"MENARA, MO",2009-02-11,0,59,,
MOM00060230,"MENARA, MO",2009-02-12,,59,,45
MOM00060230,"MENARA, MO",2009-02-13,0,59,,
MOM00060230,"MENARA, MO",2009-02-14,,59,76,
MOM00060230,"MENARA, MO",2009-02-15,0,59,75,45
MOM00060230,"MENARA, MO",2009-02-16,0.08,61,,45
MOM00060230,"MENARA, MO",2009-02-17,0,53,,46
MOM00060230,"MENARA, MO",2009-02-18,0,56,66,48
MOM00060230,"MENARA, MO",2009-02-19,0,56,69,45
MOM00060230,"MENARA, MO",2009-02-20,0.67,57,71,
MOM00060230,"MENARA, MO",2009-02-21,0,57,72,
MOM00060230,"MENARA, MO",2009-02-22,0,56,74,
MOM00060230,"MENARA, MO",2009-02-23,0,59,78,40
MOM00060230,"MENARA, MO",2009-02-24,0,61,,
MOM00060230,"MENARA, MO",2009-02-25,0,62,78,
MOM00060230,"MENARA, MO",2009-02-26,0,61,73,45
MOM00060230,"MENARA, MO",2009-02-27,0.12,58,67,
MOM00060230,"MENARA, MO",2009-02-28,0.16,57,,49
MOM00060230,"MENARA, MO",2009-03-01,0,58,65,
MOM00060230,"MENARA, MO",2009-03-02,0,56,,51
MOM00060230,"MENARA, MO",2009-03-03,0.12,50,57,
MOM00060230,"MENARA, MO",2009-03-04,0,53,,
MOM00060230,"MENARA, MO",2009-03-05,0.04,53,65,45
MOM00060230,"MENARA, MO",2009-03-06,0,57,66,
MOM00060230,"MENARA, MO",2009-03-07,0,58,,45
MOM00060230,"MENARA, MO",2009-03-08,0,60,71,46
MOM00060230,"MENARA, MO",2009-03-09,0.01,66,75,51
MOM00060230,"MENARA, MO",2009-03-10,0,65,79,51
MOM00060230,"MENARA, MO",2009-03-11,0,68,83,
MOM00060230,"MENARA, MO",2009-03-12,0,69,,51
MOM00060230,"MENARA, MO",2009-03-13,0,70,87,53
MOM00060230,"MENARA, MO",2009-03-14,0,70,85,54
MOM00060230,"MENARA, MO",2009-03-15,0,69,,
MOM00060230,"MENARA, MO",2009-03-16,0,70,85,
MOM00060230,"MENARA, MO",2009-03-17,0,71,90,53
MOM00060230,"MENARA, MO",2009-03-18,0,66,77,56
MOM00060230,"MENARA, MO",2009-03-19,0,65,81,
MOM00060230,"MENARA, MO",2009-03-20,0.12,63,79,
MOM00060230,"MENARA, MO",2009-03-21,1.06,63,76,50
MOM00060230,"MENARA, MO",2009-03-22,0,65,78,50
MOM00060230,"MENARA, MO",2009-03-23,0,65,81,50
MOM00060230,"MENARA, MO",2009-03-24,0,62,72,
MOM00060230,"MENARA, MO",2009-03-25,0,60,68,
MOM00060230,"MENARA, MO",2009-03-26,0,62,,
MOM00060230,"MENARA, MO",2009-03-27,0,61,74,50
MOM00060230,"MENARA, MO",2009-03-28,0.03,57,65,
MOM00060230,"MENARA, MO",2009-03-29,0.79,52,58,
MOM00060230,"MENARA, MO",2009-03-30,0.16,53,64,
MOM00060230,"MENARA, MO",2009-03-31,0,57,68,44
MOM00060230,"MENARA, MO",2009-04-01,0,56,67,
MOM00060230,"MENARA, MO",2009-04-02,0,57,67,49
MOM00060230,"MENARA, MO",2009-04-03,0,60,74,46
MOM00060230,"MENARA, MO",2009-04-04,0,64,83,45
MOM00060230,"MENARA, MO",2009-04-05,0,69,87,50
MOM00060230,"MENARA, MO",2009-04-06,0,70,,
MOM00060230,"MENARA, MO",2009-04-07,0,62,76,53
MOM00060230,"MENARA, MO",2009-04-08,0,64,80,
MOM00060230,"MENARA, MO",2009-04-09,0,64,81,47
MOM00060230,"MENARA, MO",2009-04-10,0,58,75,
MOM00060230,"MENARA, MO",2009-04-11,0,61,74,50
MOM00060230,"MENARA, MO",2009-04-12,0,62,74,50
MOM00060230,"MENARA, MO",2009-04-13,0,62,77,47
MOM00060230,"MENARA, MO",2009-04-14,0,59,72,47
MOM00060230,"MENARA, MO",2009-04-15,0,60,,
MOM00060230,"MENARA, MO",2009-04-16,0,60,72,50
MOM00060230,"MENARA, MO",2009-04-17,,64,,52
MOM00060230,"MENARA, MO",2009-04-18,,68,77,
MOM00060230,"MENARA, MO",2009-04-19,0,65,,52
MOM00060230,"MENARA, MO",2009-04-20,0,67,81,51
MOM00060230,"MENARA, MO",2009-04-21,0,67,81,
MOM00060230,"MENARA, MO",2009-04-22,0,71,87,53
MOM00060230,"MENARA, MO",2009-04-23,0,77,96,53
MOM00060230,"MENARA, MO",2009-04-24,0,77,,56
MOM00060230,"MENARA, MO",2009-04-25,0,63,,
MOM00060230,"MENARA, MO",2009-04-26,0,60,72,54
MOM00060230,"MENARA, MO",2009-04-27,0,60,,
MOM00060230,"MENARA, MO",2009-04-28,0,64,76,47
MOM00060230,"MENARA, MO",2009-04-29,0,66,82,49
MOM00060230,"MENARA, MO",2009-04-30,0,67,,54
MOM00060230,"MENARA, MO",2009-05-01,0,69,84,53
MOM00060230,"MENARA, MO",2009-05-02,0,71,89,53
MOM00060230,"MENARA, MO",2009-05-03,0,70,86,53
MOM00060230,"MENARA, MO",2009-05-04,0,70,86,57
MOM00060230,"MENARA, MO",2009-05-05,0.28,74,90,
MOM00060230,"MENARA, MO",2009-05-06,0,78,93,62
MOM00060230,"MENARA, MO",2009-05-07,0,80,,62
MOM00060230,"MENARA, MO",2009-05-08,0,82,97,61
MOM00060230,"MENARA, MO",2009-05-09,0,76,90,
MOM00060230,"MENARA, MO",2009-05-10,0,70,85,57
MOM00060230,"MENARA, MO",2009-05-11,0,65,83,55
MOM00060230,"MENARA, MO",2009-05-12,0,67,74,55
MOM00060230,"MENARA, MO",2009-05-13,0,65,74,
MOM00060230,"MENARA, MO",2009-05-14,0,67,,52
MOM00060230,"MENARA, MO",2009-05-15,0,69,85,
MOM00060230,"MENARA, MO",2009-05-16,0,72,92,55
MOM00060230,"MENARA, MO",2009-05-17,0,74,90,56
MOM00060230,"MENARA, MO",2009-05-18,0,71,88,59
MOM00060230,"MENARA, MO",2009-05-19,0,71,86,56
MOM00060230,"MENARA, MO",2009-05-20,0,70,,55
MOM00060230,"MENARA, MO",2009-05-21,0,70,87,55
MOM00060230,"MENARA, MO",2009-05-22,0,67,85,55
MOM00060230,"MENARA, MO",2009-05-23,0,66,76,
MOM00060230,"MENARA, MO",2009-05-24,0,67,79,57
MOM00060230,"MENARA, MO",2009-05-25,0,69,,56
MOM00060230,"MENARA, MO",2009-05-26,0,71,,57
MOM00060230,"MENARA, MO",2009-05-27,,78,,61
MOM00060230,"MENARA, MO",2009-05-28,0,80,97,61
MOM00060230,"MENARA, MO",2009-05-29,0,73,86,62
MOM00060230,"MENARA, MO",2009-05-30,0,71,85,61
MOM00060230,"MENARA, MO",2009-05-31,0,77,,
MOM00060230,"MENARA, MO",2009-06-01,0,78,97,60
MOM00060230,"MENARA, MO",2009-06-02,0,76,93,61
MOM00060230,"MENARA, MO",2009-06-03,0,72,91,
MOM00060230,"MENARA, MO",2009-06-04,0,67,85,
MOM00060230,"MENARA, MO",2009-06-05,0,72,85,64
MOM00060230,"MENARA, MO",2009-06-06,0,70,84,56
MOM00060230,"MENARA, MO",2009-06-07,0,72,87,
MOM00060230,"MENARA, MO",2009-06-08,0,71,86,
MOM00060230,"MENARA, MO",2009-06-09,0,74,89,61
MOM00060230,"MENARA, MO",2009-06-10,0,79,96,
MOM00060230,"MENARA, MO",2009-06-11,0,85,106,64
MOM00060230,"MENARA, MO",2009-06-12,0,89,,66
MOM00060230,"MENARA, MO",2009-06-13,0,87,101,71
MOM00060230,"MENARA, MO",2009-06-14,0,88,102,73
MOM00060230,"MENARA, MO",2009-06-15,0.03,78,94,69
MOM00060230,"MENARA, MO",2009-06-16,0.16,75,,
MOM00060230,"MENARA, MO",2009-06-17,0.16,78,,66
MOM00060230,"MENARA, MO",2009-06-18,0,82,99,67
MOM00060230,"MENARA, MO",2009-06-19,0,84,96,71
MOM00060230,"MENARA, MO",2009-06-20,0,87,102,69
MOM00060230,"MENARA, MO",2009-06-21,0,87,103,70
MOM00060230,"MENARA, MO",2009-06-22,0,81,100,67
MOM00060230,"MENARA, MO",2009-06-23,0,83,98,68
MOM00060230,"MENARA, MO",2009-06-24,0,80,95,
MOM00060230,"MENARA, MO",2009-06-25,0,77,88,65
MOM00060230,"MENARA, MO",2009-06-26,0,80,,65
MOM00060230,"MENARA, MO",2009-06-27,0,80,,64
MOM00060230,"MENARA, MO",2009-06-28,0,78,94,62
MOM00060230,"MENARA, MO",2009-06-29,0,81,97,64
MOM00060230,"MENARA, MO",2009-06-30,0,81,98,
MOM00060230,"MENARA, MO",2009-07-01,,83,99,
MOM00060230,"MENARA, MO",2009-07-02,0,83,100,68
MOM00060230,"MENARA, MO",2009-07-03,0,86,102,70
MOM00060230,"MENARA, MO",2009-07-04,0,88,105,74
MOM00060230,"MENARA, MO",2009-07-05,0,87,103,72
MOM00060230,"MENARA, MO",2009-07-06,0,82,97,69
MOM00060230,"MENARA, MO",2009-07-07,0,79,,66
MOM00060230,"MENARA, MO",2009-07-08,0,81,96,64
MOM00060230,"MENARA, MO",2009-07-09,0,82,100,
MOM00060230,"MENARA, MO",2009-07-10,0,84,,66
MOM00060230,"MENARA, MO",2009-07-11,0,83,99,64
MOM00060230,"MENARA, MO",2009-07-12,0,80,,64
MOM00060230,"MENARA, MO",2009-07-13,0,79,97,65
MOM00060230,"MENARA, MO",2009-07-14,0,78,94,65
MOM00060230,"MENARA, MO",2009-07-15,0,83,100,65
MOM00060230,"MENARA, MO",2009-07-16,0,85,101,
MOM00060230,"MENARA, MO",2009-07-17,0,85,101,68
MOM00060230,"MENARA, MO",2009-07-18,0,86,105,68
MOM00060230,"MENARA, MO",2009-07-19,0,90,107,68
MOM00060230,"MENARA, MO",2009-07-20,0,98,,74
MOM00060230,"MENARA, MO",2009-07-21,0,92,110,78
MOM00060230,"MENARA, MO",2009-07-22,0,89,102,76
MOM00060230,"MENARA, MO",2009-07-23,0,92,112,75
MOM00060230,"MENARA, MO",2009-07-24,0,91,112,72
MOM00060230,"MENARA, MO",2009-07-25,0,92,,72
MOM00060230,"MENARA, MO",2009-07-26,0,92,113,75
MOM00060230,"MENARA, MO",2009-07-27,0,92,110,76
MOM00060230,"MENARA, MO",2009-07-28,0,96,115,77
MOM00060230,"MENARA, MO",2009-07-29,,98,115,
MOM00060230,"MENARA, MO",2009-07-30,0,97,114,
MOM00060230,"MENARA, MO",2009-07-31,0,96,109,
MOM00060230,"MENARA, MO",2009-08-01,0,93,,77
MOM00060230,"MENARA, MO",2009-08-02,0,84,102,
MOM00060230,"MENARA, MO",2009-08-03,0,81,98,66
MOM00060230,"MENARA, MO",2009-08-04,0,83,,66
MOM00060230,"MENARA, MO",2009-08-05,0,84,101,68
MOM00060230,"MENARA, MO",2009-08-06,0,89,108,68
MOM00060230,"MENARA, MO",2009-08-07,0,88,104,70
MOM00060230,"MENARA, MO",2009-08-08,0,83,102,69
MOM00060230,"MENARA, MO",2009-08-09,0,77,96,
MOM00060230,"MENARA, MO",2009-08-10,0,77,,62
MOM00060230,"MENARA, MO",2009-08-11,0,80,,64
MOM00060230,"MENARA, MO",2009-08-12,0,81,98,64
MOM00060230,"MENARA, MO",2009-08-13,0,82,99,
MOM00060230,"MENARA, MO",2009-08-14,0,81,,68
MOM00060230,"MENARA, MO",2009-08-15,0,78,97,
MOM00060230,"MENARA, MO",2009-08-16,,82,98,
MOM00060230,"MENARA, MO",2009-08-17,,81,99,67
MOM00060230,"MENARA, MO",2009-08-18,0,84,103,67
MOM00060230,"MENARA, MO",2009-08-19,0,94,112,67
MOM00060230,"MENARA, MO",2009-08-20,0,93,108,75
MOM00060230,"MENARA, MO",2009-08-21,0,87,,71
MOM00060230,"MENARA, MO",2009-08-22,0,87,107,
MOM00060230,"MENARA, MO",2009-08-23,0.08,89,105,
MOM00060230,"MENARA, MO",2009-08-24,0,85,101,
MOM00060230,"MENARA, MO",2009-08-25,0,79,92,
MOM00060230,"MENARA, MO",2009-08-26,0,79,92,67
MOM00060230,"MENARA, MO",2009-08-27,0,81,97,64
MOM00060230,"MENARA, MO",2009-08-28,0,84,100,67
MOM00060230,"MENARA, MO",2009-08-29,0,81,99,67
MOM00060230,"MENARA, MO",2009-08-30,0,81,97,67
MOM00060230,"MENARA, MO",2009-08-31,0,79,97,
MOM00060230,"MENARA, MO",2009-09-01,0,79,94,66
MOM00060230,"MENARA, MO",2009-09-02,,77,92,66
MOM00060230,"MENARA, MO",2009-09-03,0,80,92,66
MOM00060230,"MENARA, MO",2009-09-04,0,81,,66
MOM00060230,"MENARA, MO",2009-09-05,0,83,100,67
MOM00060230,"MENARA, MO",2009-09-06,0,81,98,
MOM00060230,"MENARA, MO",2009-09-07,0.24,79,,
MOM00060230,"MENARA, MO",2009-09-08,0.02,77,90,68
MOM00060230,"MENARA, MO",2009-09-09,0,76,,65
MOM00060230,"MENARA, MO",2009-09-10,0.12,75,90,
MOM00060230,"MENARA, MO",2009-09-11,2.36,74,,66
MOM00060230,"MENARA, MO",2009-09-12,0,73,84,64
MOM00060230,"MENARA, MO",2009-09-13,0,74,85,63
MOM00060230,"MENARA, MO",2009-09-14,0,72,81,66
MOM00060230,"MENARA, MO",2009-09-15,0,70,81,62
MOM00060230,"MENARA, MO",2009-09-16,0,68,77,61
MOM00060230,"MENARA, MO",2009-09-17,0,69,,
MOM00060230,"MENARA, MO",2009-09-18,0,69,,
MOM00060230,"MENARA, MO",2009-09-19,0,71,81,59
MOM00060230,"MENARA, MO",2009-09-20,0,71,81,59
MOM00060230,"MENARA, MO",2009-09-21,0,71,85,
MOM00060230,"MENARA, MO",2009-09-22,0,74,89,
MOM00060230,"MENARA, MO",2009-09-23,0,76,,60
MOM00060230,"MENARA, MO",2009-09-24,0,76,89,62
MOM00060230,"MENARA, MO",2009-09-25,0.04,75,90,64
MOM00060230,"MENARA, MO",2009-09-26,0.02,70,80,62
MOM00060230,"MENARA, MO",2009-09-27,0.08,70,,62
MOM00060230,"MENARA, MO",2009-09-28,0,71,,62
MOM00060230,"MENARA, MO",2009-09-29,0,69,78,61
MOM00060230,"MENARA, MO",2009-09-30,0.08,70,81,
MOM00060230,"MENARA, MO",2009-10-01,0,73,87,
MOM00060230,"MENARA, MO",2009-10-02,0,75,90,63
MOM00060230,"MENARA, MO",2009-10-03,0,78,,
MOM00060230,"MENARA, MO",2009-10-04,0,77,94,61
MOM00060230,"MENARA, MO",2009-10-05,0,76,,63
MOM00060230,"MENARA, MO",2009-10-06,0,77,93,64
MOM00060230,"MENARA, MO",2009-10-07,0,76,90,64
MOM00060230,"MENARA, MO",2009-10-08,0,72,86,62
MOM00060230,"MENARA, MO",2009-10-09,0,74,87,62
MOM00060230,"MENARA, MO",2009-10-10,0,76,92,62
MOM00060230,"MENARA, MO",2009-10-11,0,77,92,
MOM00060230,"MENARA, MO",2009-10-12,0,77,,62
MOM00060230,"MENARA, MO",2009-10-13,0,79,95,
MOM00060230,"MENARA, MO",2009-10-14,0,78,94,61
MOM00060230,"MENARA, MO",2009-10-15,0,79,97,62
MOM00060230,"MENARA, MO",2009-10-16,0,78,,62
MOM00060230,"MENARA, MO",2009-10-17,0,75,89,65
MOM00060230,"MENARA, MO",2009-10-18,0,72,85,60
MOM00060230,"MENARA, MO",2009-10-19,,65,77,61
MOM00060230,"MENARA, MO",2009-10-20,,65,73,57
MOM00060230,"MENARA, MO",2009-10-21,0,66,,
MOM00060230,"MENARA, MO",2009-10-22,0,69,79,
MOM00060230,"MENARA, MO",2009-10-23,0,75,88,59
MOM00060230,"MENARA, MO",2009-10-24,0,78,93,58
MOM00060230,"MENARA, MO",2009-10-25,0,78,95,62
MOM00060230,"MENARA, MO",2009-10-26,0,77,94,
MOM00060230,"MENARA, MO",2009-10-27,0,77,94,62
MOM00060230,"MENARA, MO",2009-10-28,0,77,94,62
MOM00060230,"MENARA, MO",2009-10-29,0.08,75,,
MOM00060230,"MENARA, MO",2009-10-30,0,77,,61
MOM00060230,"MENARA, MO",2009-10-31,0,77,92,
MOM00060230,"MENARA, MO",2009-11-01,0,74,89,60
MOM00060230,"MENARA, MO",2009-11-02,0,70,84,60
MOM00060230,"MENARA, MO",2009-11-03,0,67,,
MOM00060230,"MENARA, MO",2009-11-04,0,62,65,59
MOM00060230,"MENARA, MO",2009-11-05,0,66,76,
MOM00060230,"MENARA, MO",2009-11-06,0,62,,51
MOM00060230,"MENARA, MO",2009-11-07,0,64,77,50
MOM00060230,"MENARA, MO",2009-11-08,0,63,75,51
MOM00060230,"MENARA, MO",2009-11-09,0,63,76,
MOM00060230,"MENARA, MO",2009-11-10,0,65,79,
MOM00060230,"MENARA, MO",2009-11-11,0,67,85,
MOM00060230,"MENARA, MO",2009-11-12,0,68,,52
MOM00060230,"MENARA, MO",2009-11-13,0,71,,54
MOM00060230,"MENARA, MO",2009-11-14,0,70,,
MOM00060230,"MENARA, MO",2009-11-15,0,71,89,54
MOM00060230,"MENARA, MO",2009-11-16,0,71,88,55
MOM00060230,"MENARA, MO",2009-11-17,0,65,78,54
MOM00060230,"MENARA, MO",2009-11-18,,66,,
MOM00060230,"MENARA, MO",2009-11-19,0,65,76,
MOM00060230,"MENARA, MO",2009-11-20,0,66,82,51
